pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
8913,A couple is not looking at a map,A couple is looking at a map,4.3,NEUTRAL
8914,A man and a woman are standing in front of an art gallery and are looking at a map,A man and a woman are standing in front of an art gallery and are looking at a signboard ,3.8,NEUTRAL
8915,A man and a woman are standing in front of an art gallery and are looking at a map,A man and a woman are sitting in front of an art gallery and are looking at a map,3.4,NEUTRAL
8916,A man and a woman are standing in front of an art gallery and are looking at a signboard ,A couple is looking at a map,2.3,NEUTRAL
8917,A man and a woman are sitting in front of an art gallery and are looking at a map,A couple is looking at a map,4.4,ENTAILMENT
8918,A couple is looking at a street guide,A man and a woman are standing in front of an art gallery and are looking at a map,3.7,ENTAILMENT
8924,A little dog is running on the sand,No little dog is running on the sand,2.5,CONTRADICTION
8926,No little dog is running on the sand,The dog is running across the gravel,3.2,NEUTRAL
8932,Two males are standing on a cliff edge and one is jumping into the sea,Two males are standing on a cliff edge and one is jumping into the water,4.6,ENTAILMENT
8934,One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water,Two males are standing on a cliff edge and one is jumping into the sea,3.9,ENTAILMENT
8936,One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is diving into the water,Two males are standing on a cliff edge and one is jumping into the water,4.1,ENTAILMENT
8937,One girl in orange shorts is standing on a rock cliff over the water and the other girl in black shorts is jumping off into the water,Two males are standing on a cliff edge and one is jumping into the water,3.1,NEUTRAL
8941,A boy in blue shirt is looking at his hand near a stack of blocks on table,The boy in blue shirt is looking at his hand near the stack of blocks on table,4.9,ENTAILMENT
8942,A boy in blue shirt is looking at his hand near a stack of blocks on table,A woman in blue shirt is looking at her hand near a stack of blocks on table,3.1,NEUTRAL
8943,The boy in blue shirt is looking at his hand near the stack of blocks on table,A boy is playing a game with wooden blocks,3.1,NEUTRAL
8944,A boy is playing a game with wooden blocks,A woman in blue shirt is looking at her hand near a stack of blocks on table,2,NEUTRAL
8945,A boy is playing a game with blocks made of wood,A boy in blue shirt is looking at his hand near a stack of blocks on table,3.4,NEUTRAL
8948,A woman in a bikini is pulling a dog on a leash at the seashore,A woman in a bikini is pulling a dog on a leash at the beach,4.6,ENTAILMENT
8949,A woman in a bikini is pulling a dog on a leash at the beach,A woman in a bikini is pulling a cat on a leash at the beach,3.9,NEUTRAL
8952,A woman in a bikini is pulling a dog on a leash at the beach,A woman is standing at the beach with an animal on a leash,3.815,NEUTRAL
8955,A woman in a bikini is pulling a cat on a leash at the beach,A woman is standing at the beach with a dog on a leash,3.2,NEUTRAL
8956,A woman is standing at the beach with a dog on a leash,A woman in a bikini is pulling a dog on a leash at the beach,3.3,NEUTRAL
8957,A small group of people are standing and two are sitting on the couch,A small group of people are standing and two are sitting on the sofa,4.8,ENTAILMENT
8958,A big group of people are standing and two are sitting on the couch,A small group of people are standing and two are sitting on the couch,3.4,NEUTRAL
8959,A group of five young adults are lounging in the room,A group of five young adults are lounging indoors,4.385,ENTAILMENT
8961,A group of five young adults are lounging in the room,A small group of people are standing and two are sitting on the couch,3.8,NEUTRAL
8964,A big group of people are standing and two are sitting on the couch,A group of five young adults are lounging indoors,3.5,NEUTRAL
8965,A small group of people are standing and two are sitting on the couch,A group of five young adults are lounging indoors,3.1,NEUTRAL
8966,The dog has its head inside a red and green gift bag,A dog has its head inside a red and green gift bag,5,ENTAILMENT
8967,A dog has its head outside a red and green gift bag,A dog has its head inside a red and green gift bag,3.1,NEUTRAL
8972,The red and brown dog is digging its nose inside a holiday gift bag,The dog has its head inside a red and green gift bag,4.1,NEUTRAL
8973,A dog has its head outside a red and green gift bag,The red and brown dog is digging its nose inside a holiday gift bag,3.5,NEUTRAL
8976,The rider is biking in the rain and wearing a red jacket,The rider is biking in the snow and wearing a red jacket,3.8,NEUTRAL
8977,A cyclist is biking in a snowy forest in the dark,A cyclist is biking in a snowy forest at night,4.7,ENTAILMENT
8978,A cyclist is biking in a snowy forest at day,A cyclist is biking in a snowy forest at night,3.7,CONTRADICTION
8980,The rider is biking in the snow and wearing a red jacket,A cyclist is biking in a snowy forest at day,3.2,NEUTRAL
8982,The rider is biking in the rain and wearing a red jacket,A cyclist is biking in a snowy forest at night,3,NEUTRAL
8983,A cyclist is biking in a snowy forest at night,The rider is biking in the snow and wearing a red jacket,3.8,NEUTRAL
8987,A young girl in a bikini is jumping on the beach,A young girl in a bikini is sitting on the beach,3.6,NEUTRAL
8988,A young girl in swimming suite is jumping on the beach,A girl with a bikini is playing in the dunes,3.2,NEUTRAL
8992,A young girl in a bikini is jumping on the beach,A girl with a bikini is playing in the dunes,3.9,NEUTRAL
8994,A little kid is wearing a hat and is walking in the dry sand,A little kid is wearing a hat and is walking in the wet sand,4.3,NEUTRAL
8996,A white hat is being worn by a boy which is running on the beach,A boy is wearing a white hat and is running on the beach,5,ENTAILMENT
8998,A little kid is wearing a hat and is walking in the wet sand,A white hat is being worn by a boy which is running on the beach,3.4,NEUTRAL
8999,A boy is wearing a white hat and is walking on the beach,A little kid is wearing a hat and is walking in the wet sand,4.3,NEUTRAL
9000,A boy is wearing a hat and is walking in the wet sand,A boy is wearing a white hat and is running on the beach,4.3,NEUTRAL
9001,A boy is wearing a white hat and is running on the beach,A little kid is wearing a hat and is walking in the dry sand,3.7,NEUTRAL
9005,A man in a white hat is touching a cardboard box,A man in a black hat is touching a cardboard box,3.7,NEUTRAL
9006,A man in a black hat is reaching for a box,A person in a black hat is reaching for a box,4.6,ENTAILMENT
9011,A man in a white hat is touching a cardboard box,A man in a black hat is reaching for a box,4.2,NEUTRAL
9015,A young girl with a heart tank top is raising her hands as she is playing on a slide,A young girl with a heart tank top is raising her hands as she is sliding,4.7,ENTAILMENT
9017,A young girl with a heart tank top is raising her hands as she is playing on a slide,A blond child is going down a slide and throwing up his arms,2.8,NEUTRAL
9019,A young girl with a heart tank top is raising her hands as she is sliding,A blond kid is going down a slide and throwing up his arms,2.8,NEUTRAL
9021,A blond child is going down a slide and throwing up his arms,A young girl with a heart tank top is raising her hands as she is sliding,3.5,NEUTRAL
9024,A brown dog is running after a black dog on a rocky shore,A brown dog is running after a dark dog on a rocky shore,4.6,ENTAILMENT
9028,Two dogs are playing on the beach,A brown dog is running after a black dog on a rocky shore,3.9,NEUTRAL
9030,A brown dog is running after a black dog on a rocky shore,Two dogs are playing on a beach,4.1,NEUTRAL
9031,Two dogs are playing on a rocky beach,Two dogs are playing on a beach made of rocks,4.7,ENTAILMENT
9033,A black dog is approaching a golden dog on pebbly beach,A black animal is approaching a golden dog on pebbly beach,4.5,ENTAILMENT
9035,A black animal is approaching a golden dog on pebbly beach,Two dogs are playing on a rocky beach,3.3,NEUTRAL
9037,Two dogs are playing on a beach made of rocks,A black dog is approaching a golden dog on pebbly beach,4,NEUTRAL
9038,A black dog is approaching a golden dog on pebbly beach,Two dogs are playing on a sandy beach,3.1,NEUTRAL
9039,Two dogs are playing on a rocky beach,A black dog is approaching a golden dog on pebbly beach,3.6,NEUTRAL
9040,A large white dog is jumping in the air over an area covered by snow,A large white dog is jumping in the air over a snowy area,4.9,ENTAILMENT
9041,A large black dog is jumping in the air over a snowy area,A large white dog is jumping in the air over a snowy area,3.7,NEUTRAL
9044,A large white dog is jumping in the air over a snowy area,A large white animal is jumping up in the snow,4.3,ENTAILMENT
9045,A large white dog is jumping in the air over a snowy area,A small white dog is jumping up in the snow,3.6,NEUTRAL
9046,A large white dog is jumping in the air over an area covered by snow,A large white dog is jumping up in the snow,4.2,ENTAILMENT
9050,Two young boys are wearing hats and sticking their colored tongues out,Two young girls are wearing hats and sticking their colored tongues out,3.6,NEUTRAL
9051,A pair of kids are sticking out blue and green colored tongues,Two kids are sticking out blue and green colored tongues,4.8,ENTAILMENT
9053,A pair of kids are sticking out blue and green colored tongues,Two young boys are wearing hats and sticking their colored tongues out,4,NEUTRAL
9054,Two young boys are wearing hats and sticking their colored tongues out,Two kids are not sticking out blue and green colored tongues,3.8,NEUTRAL
9058,A dog is standing on the side of a mountain,A dog is standing on a mountain,4.1,ENTAILMENT
9066,A white dog is standing on a grassy hillside,A dog is standing on the side of a mountain,3.5,NEUTRAL
9067,Two children are rolling in dirty water,Two children are rolling in muddy water,4.9,ENTAILMENT
9068,Two children are rolling in clean water,Two children are rolling in muddy water,3.67,NEUTRAL
9070,Two boys are laying in the ocean close to the beach,Two boys are laying in the ocean far to the beach,3.8,CONTRADICTION
9071,Two children are rolling in muddy water,Two boys are laying in the water close to the beach,2.5,NEUTRAL
9073,Two children are rolling in dirty water,Two boys are laying in the ocean close to the beach,3.1,NEUTRAL
9074,Two children are rolling in clean water,Two boys are laying in the ocean close to the beach,3,NEUTRAL
